4:14:01 PM | info | Position closed: NVDA | P&L: $-426.39 | Daily P&L: $-426.39 | Bal: $9573.61
4:14:05 PM | info | Position closed: NVDA | P&L: $99.80 | Daily P&L: $75.09 | Bal: $8524.87
4:14:05 PM | info | Position closed: NVDA | P&L: $-132.53 | Daily P&L: $-57.44 | Bal: $8392.34
4:14:05 PM | info | Position closed: NVDA | P&L: $-85.48 | Daily P&L: $-142.92 | Bal: $8306.86
4:14:05 PM | info | Position closed: NVDA | P&L: $-121.44 | Daily P&L: $-264.36 | Bal: $8185.42
4:14:05 PM | info | Position closed: NVDA | P&L: $-92.81 | Daily P&L: $-357.16 | Bal: $8092.62
4:14:05 PM | info | Position closed: NVDA | P&L: $146.63 | Daily P&L: $-210.53 | Bal: $8239.25
4:14:05 PM | info | Position closed: NVDA | P&L: $111.36 | Daily P&L: $-99.17 | Bal: $8350.61
4:14:05 PM | info | Position closed: NVDA | P&L: $-138.98 | Daily P&L: $-138.98 | Bal: $8211.62
4:14:05 PM | info | Position closed: NVDA | P&L: $-166.00 | Daily P&L: $-304.98 | Bal: $8045.63
4:14:05 PM | info | Position closed: NVDA | P&L: $-127.50 | Daily P&L: $-432.48 | Bal: $7918.13
4:14:05 PM | info | Position closed: NVDA | P&L: $146.52 | Daily P&L: $-285.96 | Bal: $8064.65
4:14:05 PM | info | Position closed: NVDA | P&L: $-112.59 | Daily P&L: $-398.55 | Bal: $7952.06
4:14:05 PM | info | Position closed: NVDA | P&L: $-81.34 | Daily P&L: $-479.89 | Bal: $7870.72
4:14:05 PM | info | Position closed: NVDA | P&L: $-157.37 | Daily P&L: $-637.26 | Bal: $7713.35
4:14:05 PM | info | Position closed: NVDA | P&L: $258.33 | Daily P&L: $258.33 | Bal: $7971.68
4:14:05 PM | info | Position closed: NVDA | P&L: $-90.97 | Daily P&L: $167.36 | Bal: $7880.71
4:14:05 PM | info | Position closed: NVDA | P&L: $169.60 | Daily P&L: $336.96 | Bal: $8050.31
4:14:05 PM | info | Position closed: NVDA | P&L: $143.44 | Daily P&L: $480.40 | Bal: $8193.75
4:14:05 PM | info | Position closed: NVDA | P&L: $113.52 | Daily P&L: $593.92 | Bal: $8307.27
4:14:05 PM | info | Position closed: NVDA | P&L: $-96.38 | Daily P&L: $497.54 | Bal: $8210.89
4:14:05 PM | info | Position closed: NVDA | P&L: $-82.97 | Daily P&L: $414.57 | Bal: $8127.92
4:14:05 PM | info | Position closed: NVDA | P&L: $-94.76 | Daily P&L: $319.82 | Bal: $8033.16
4:14:05 PM | info | Position closed: NVDA | P&L: $-82.75 | Daily P&L: $237.06 | Bal: $7950.41
4:14:05 PM | info | Position closed: NVDA | P&L: $79.75 | Daily P&L: $316.81 | Bal: $8030.16
4:14:05 PM | info | Position closed: NVDA | P&L: $104.97 | Daily P&L: $421.79 | Bal: $8135.13
4:14:05 PM | info | Position closed: NVDA | P&L: $105.52 | Daily P&L: $527.31 | Bal: $8240.66
4:14:05 PM | info | Position closed: NVDA | P&L: $-112.29 | Daily P&L: $415.02 | Bal: $8128.37
4:14:05 PM | info | Position closed: NVDA | P&L: $-84.78 | Daily P&L: $330.24 | Bal: $8043.58
4:14:05 PM | info | Position closed: NVDA | P&L: $-90.72 | Daily P&L: $239.52 | Bal: $7952.86
4:14:05 PM | info | Position closed: NVDA | P&L: $-121.20 | Daily P&L: $-121.20 | Bal: $7831.66
4:14:05 PM | info | Position closed: NVDA | P&L: $112.29 | Daily P&L: $-8.92 | Bal: $7943.95
4:14:05 PM | info | Position closed: NVDA | P&L: $92.52 | Daily P&L: $83.61 | Bal: $8036.47
4:14:05 PM | info | Position closed: NVDA | P&L: $102.70 | Daily P&L: $186.31 | Bal: $8139.17
4:14:05 PM | info | Position closed: NVDA | P&L: $-83.52 | Daily P&L: $102.79 | Bal: $8055.65
4:14:05 PM | info | Position closed: NVDA | P&L: $-90.00 | Daily P&L: $12.79 | Bal: $7965.65
4:14:05 PM | info | Position closed: NVDA | P&L: $-132.60 | Daily P&L: $-119.81 | Bal: $7833.05
4:14:05 PM | info | Position closed: NVDA | P&L: $128.52 | Daily P&L: $8.71 | Bal: $7961.57
4:14:05 PM | info | Position closed: NVDA | P&L: $104.18 | Daily P&L: $112.89 | Bal: $8065.76
4:14:05 PM | info | Position closed: NVDA | P&L: $-92.93 | Daily P&L: $19.97 | Bal: $7972.83
4:14:05 PM | info | Position closed: NVDA | P&L: $89.90 | Daily P&L: $109.87 | Bal: $8062.73
4:14:05 PM | info | Position closed: NVDA | P&L: $89.01 | Daily P&L: $198.88 | Bal: $8151.74
4:14:05 PM | info | Position closed: NVDA | P&L: $-182.12 | Daily P&L: $-182.12 | Bal: $7969.62
4:14:05 PM | info | Position closed: NVDA | P&L: $102.26 | Daily P&L: $-79.86 | Bal: $8071.88
4:14:05 PM | info | Position closed: NVDA | P&L: $-107.86 | Daily P&L: $-187.72 | Bal: $7964.02
4:14:05 PM | info | Position closed: NVDA | P&L: $114.70 | Daily P&L: $-73.02 | Bal: $8078.72
4:14:05 PM | info | Position closed: NVDA | P&L: $96.04 | Daily P&L: $23.01 | Bal: $8174.75
4:14:05 PM | info | Position closed: NVDA | P&L: $394.04 | Daily P&L: $417.05 | Bal: $8568.79
4:14:05 PM | info | Position closed: NVDA | P&L: $159.84 | Daily P&L: $576.89 | Bal: $8728.63
4:14:05 PM | info | Position closed: NVDA | P&L: $-96.70 | Daily P&L: $480.20 | Bal: $8631.94
4:14:05 PM | info | Position closed: NVDA | P&L: $157.17 | Daily P&L: $637.37 | Bal: $8789.11
4:14:05 PM | info | Position closed: NVDA | P&L: $-95.97 | Daily P&L: $541.39 | Bal: $8693.13
4:14:05 PM | info | Position closed: NVDA | P&L: $-103.46 | Daily P&L: $437.94 | Bal: $8589.68
4:14:05 PM | info | Position closed: NVDA | P&L: $-118.47 | Daily P&L: $319.47 | Bal: $8471.21
4:14:05 PM | info | Position closed: NVDA | P&L: $89.10 | Daily P&L: $408.57 | Bal: $8560.31
4:14:05 PM | info | Position closed: NVDA | P&L: $-194.98 | Daily P&L: $-194.98 | Bal: $8365.32
4:14:05 PM | info | Position closed: NVDA | P&L: $-116.83 | Daily P&L: $-311.82 | Bal: $8248.49
4:14:05 PM | info | Position closed: NVDA | P&L: $131.70 | Daily P&L: $-180.12 | Bal: $8380.19
4:14:05 PM | info | Position closed: NVDA | P&L: $118.56 | Daily P&L: $-61.56 | Bal: $8498.75
4:14:05 PM | info | Position closed: NVDA | P&L: $96.38 | Daily P&L: $34.82 | Bal: $8595.13
4:14:05 PM | info | Position closed: NVDA | P&L: $87.21 | Daily P&L: $122.03 | Bal: $8682.34
4:14:05 PM | info | Position closed: NVDA | P&L: $93.34 | Daily P&L: $215.38 | Bal: $8775.68
4:14:05 PM | info | Position closed: NVDA | P&L: $-91.56 | Daily P&L: $123.82 | Bal: $8684.12
4:14:05 PM | info | Position closed: NVDA | P&L: $70.42 | Daily P&L: $194.24 | Bal: $8754.55
4:14:05 PM | info | Position closed: NVDA | P&L: $309.96 | Daily P&L: $309.96 | Bal: $9064.51
4:14:05 PM | info | Position closed: NVDA | P&L: $-124.14 | Daily P&L: $185.82 | Bal: $8940.36
4:14:05 PM | info | Position closed: NVDA | P&L: $-90.18 | Daily P&L: $95.64 | Bal: $8850.18
4:14:05 PM | info | Position closed: NVDA | P&L: $122.13 | Daily P&L: $217.77 | Bal: $8972.32
4:14:05 PM | info | Position closed: NVDA | P&L: $161.50 | Daily P&L: $379.28 | Bal: $9133.82
4:14:05 PM | info | Position closed: NVDA | P&L: $114.57 | Daily P&L: $493.85 | Bal: $9248.39
4:14:05 PM | info | Position closed: NVDA | P&L: $-150.08 | Daily P&L: $343.77 | Bal: $9098.32
4:14:05 PM | info | Position closed: NVDA | P&L: $98.02 | Daily P&L: $441.79 | Bal: $9196.34
4:14:05 PM | info | Position closed: NVDA | P&L: $-132.82 | Daily P&L: $308.97 | Bal: $9063.51
4:14:05 PM | info | Position closed: NVDA | P&L: $-100.59 | Daily P&L: $208.37 | Bal: $8962.92
4:14:05 PM | info | Position closed: NVDA | P&L: $-191.26 | Daily P&L: $17.11 | Bal: $8771.65
4:14:05 PM | info | Position closed: NVDA | P&L: $-96.74 | Daily P&L: $-79.64 | Bal: $8674.91
4:14:05 PM | info | Position closed: NVDA | P&L: $-131.57 | Daily P&L: $-211.20 | Bal: $8543.34
4:14:05 PM | info | Position closed: NVDA | P&L: $151.26 | Daily P&L: $-59.95 | Bal: $8694.60
4:14:05 PM | info | Position closed: NVDA | P&L: $123.38 | Daily P&L: $63.43 | Bal: $8817.97
4:14:05 PM | info | Position closed: NVDA | P&L: $-98.37 | Daily P&L: $-34.95 | Bal: $8719.60
4:14:05 PM | info | Position closed: NVDA | P&L: $92.52 | Daily P&L: $57.57 | Bal: $8812.12
4:14:05 PM | info | Position closed: NVDA | P&L: $115.32 | Daily P&L: $172.89 | Bal: $8927.44
4:14:05 PM | info | Position closed: NVDA | P&L: $-93.52 | Daily P&L: $79.37 | Bal: $8833.92
4:14:05 PM | info | Position closed: NVDA | P&L: $238.70 | Daily P&L: $238.70 | Bal: $9072.62
4:14:05 PM | info | Position closed: NVDA | P&L: $-103.36 | Daily P&L: $135.34 | Bal: $8969.26
4:14:05 PM | info | Position closed: NVDA | P&L: $128.79 | Daily P&L: $264.12 | Bal: $9098.04
4:14:05 PM | info | Position closed: NVDA | P&L: $-146.12 | Daily P&L: $118.00 | Bal: $8951.92
4:14:05 PM | info | Position closed: NVDA | P&L: $138.43 | Daily P&L: $256.44 | Bal: $9090.35
4:14:05 PM | info | Position closed: NVDA | P&L: $103.43 | Daily P&L: $359.87 | Bal: $9193.79
4:14:05 PM | info | Position closed: NVDA | P&L: $112.40 | Daily P&L: $472.27 | Bal: $9306.19
4:14:05 PM | info | Position closed: NVDA | P&L: $-159.36 | Daily P&L: $312.91 | Bal: $9146.83
4:14:05 PM | info | Position closed: NVDA | P&L: $-118.32 | Daily P&L: $194.59 | Bal: $9028.51
4:14:05 PM | info | Position closed: NVDA | P&L: $111.08 | Daily P&L: $305.67 | Bal: $9139.59
4:14:05 PM | info | Position closed: NVDA | P&L: $118.66 | Daily P&L: $424.33 | Bal: $9258.25
4:14:05 PM | info | Position closed: NVDA | P&L: $95.04 | Daily P&L: $519.37 | Bal: $9353.29
4:14:05 PM | info | Position closed: NVDA | P&L: $-112.14 | Daily P&L: $407.23 | Bal: $9241.15
4:14:05 PM | info | Position closed: NVDA | P&L: $110.35 | Daily P&L: $517.58 | Bal: $9351.50
4:14:05 PM | info | Position closed: NVDA | P&L: $-132.66 | Daily P&L: $384.92 | Bal: $9218.84
4:14:05 PM | info | Position closed: NVDA | P&L: $-215.55 | Daily P&L: $-215.55 | Bal: $9003.29
4:14:05 PM | info | Position closed: NVDA | P&L: $315.69 | Daily P&L: $100.14 | Bal: $9318.98
4:14:05 PM | info | Position closed: NVDA | P&L: $-104.40 | Daily P&L: $-4.26 | Bal: $9214.58
4:14:05 PM | info | Position closed: NVDA | P&L: $150.48 | Daily P&L: $146.22 | Bal: $9365.06
4:14:05 PM | info | Position closed: NVDA | P&L: $-95.70 | Daily P&L: $50.52 | Bal: $9269.36
4:14:05 PM | info | Position closed: NVDA | P&L: $-133.38 | Daily P&L: $-82.86 | Bal: $9135.98
4:14:05 PM | info | Position closed: NVDA | P&L: $-171.70 | Daily P&L: $-254.56 | Bal: $8964.28
4:14:05 PM | info | Position closed: NVDA | P&L: $111.52 | Daily P&L: $-143.04 | Bal: $9075.80
4:14:05 PM | info | Position closed: NVDA | P&L: $-91.42 | Daily P&L: $-234.46 | Bal: $8984.38
4:14:05 PM | info | Position closed: NVDA | P&L: $-235.47 | Daily P&L: $-469.93 | Bal: $8748.91
4:14:05 PM | info | Position closed: NVDA | P&L: $104.29 | Daily P&L: $-365.64 | Bal: $8853.20
4:14:05 PM | info | Position closed: NVDA | P&L: $92.12 | Daily P&L: $-273.52 | Bal: $8945.32
4:14:05 PM | info | Position closed: NVDA | P&L: $-108.57 | Daily P&L: $-382.09 | Bal: $8836.75
4:14:05 PM | info | Position closed: NVDA | P&L: $92.94 | Daily P&L: $-289.14 | Bal: $8929.69
4:14:05 PM | info | Position closed: NVDA | P&L: $118.44 | Daily P&L: $-170.70 | Bal: $9048.13
4:14:05 PM | info | Position closed: NVDA | P&L: $171.60 | Daily P&L: $171.60 | Bal: $9219.73
4:14:05 PM | info | Position closed: NVDA | P&L: $149.86 | Daily P&L: $321.46 | Bal: $9369.59
4:14:05 PM | info | Position closed: NVDA | P&L: $132.96 | Daily P&L: $454.41 | Bal: $9502.55
4:14:05 PM | info | Position closed: NVDA | P&L: $-118.61 | Daily P&L: $335.80 | Bal: $9383.94
4:14:05 PM | info | Position closed: NVDA | P&L: $-97.18 | Daily P&L: $238.62 | Bal: $9286.75
4:14:05 PM | info | Position closed: NVDA | P&L: $-130.40 | Daily P&L: $108.22 | Bal: $9156.35
4:14:05 PM | info | Position closed: NVDA | P&L: $-145.19 | Daily P&L: $-36.97 | Bal: $9011.16
4:14:05 PM | info | Position closed: NVDA | P&L: $97.98 | Daily P&L: $61.00 | Bal: $9109.14
4:14:05 PM | info | Position closed: NVDA | P&L: $91.85 | Daily P&L: $152.85 | Bal: $9200.99
4:14:05 PM | info | Position closed: NVDA | P&L: $126.91 | Daily P&L: $279.77 | Bal: $9327.90
4:14:05 PM | info | Position closed: NVDA | P&L: $-102.00 | Daily P&L: $177.77 | Bal: $9225.90
4:14:05 PM | info | Position closed: NVDA | P&L: $-103.85 | Daily P&L: $73.92 | Bal: $9122.05
4:14:05 PM | info | Position closed: NVDA | P&L: $-116.91 | Daily P&L: $-42.99 | Bal: $9005.14
4:14:05 PM | info | Position closed: NVDA | P&L: $-99.46 | Daily P&L: $-142.45 | Bal: $8905.68
4:14:05 PM | info | Position closed: NVDA | P&L: $-179.98 | Daily P&L: $-179.98 | Bal: $8725.70
4:14:05 PM | info | Position closed: NVDA | P&L: $-167.75 | Daily P&L: $-347.73 | Bal: $8557.95
4:14:05 PM | info | Position closed: NVDA | P&L: $-88.20 | Daily P&L: $-435.93 | Bal: $8469.75
4:14:05 PM | info | Position closed: NVDA | P&L: $90.00 | Daily P&L: $-345.93 | Bal: $8559.75
4:14:05 PM | info | Position closed: NVDA | P&L: $-110.96 | Daily P&L: $-456.89 | Bal: $8448.79
4:14:05 PM | info | Position closed: NVDA | P&L: $-113.94 | Daily P&L: $-570.83 | Bal: $8334.85
4:14:05 PM | info | Position closed: NVDA | P&L: $112.11 | Daily P&L: $112.11 | Bal: $8446.96
4:14:05 PM | info | Position closed: NVDA | P&L: $123.12 | Daily P&L: $235.23 | Bal: $8570.08
4:14:05 PM | info | Position closed: NVDA | P&L: $-89.61 | Daily P&L: $145.62 | Bal: $8480.47
4:14:05 PM | info | Position closed: NVDA | P&L: $-165.72 | Daily P&L: $-20.10 | Bal: $8314.75
4:14:05 PM | info | Position closed: NVDA | P&L: $91.96 | Daily P&L: $71.86 | Bal: $8406.71
4:14:05 PM | info | Position closed: NVDA | P&L: $-164.59 | Daily P&L: $-92.73 | Bal: $8242.12
4:14:05 PM | info | Position closed: NVDA | P&L: $93.76 | Daily P&L: $1.03 | Bal: $8335.88
4:14:05 PM | info | Position closed: NVDA | P&L: $142.11 | Daily P&L: $143.14 | Bal: $8477.99
4:14:05 PM | info | Position closed: NVDA | P&L: $-86.86 | Daily P&L: $56.28 | Bal: $8391.13
4:14:05 PM | info | Position closed: NVDA | P&L: $-157.28 | Daily P&L: $-101.00 | Bal: $8233.85
4:14:05 PM | info | Position closed: NVDA | P&L: $110.38 | Daily P&L: $9.38 | Bal: $8344.23
4:14:05 PM | info | Position closed: NVDA | P&L: $100.64 | Daily P&L: $110.02 | Bal: $8444.87
4:14:05 PM | info | Position closed: NVDA | P&L: $-70.50 | Daily P&L: $39.52 | Bal: $8374.37
4:14:05 PM | info | Position closed: NVDA | P&L: $139.53 | Daily P&L: $139.53 | Bal: $8513.90
4:14:05 PM | info | Position closed: NVDA | P&L: $131.21 | Daily P&L: $270.74 | Bal: $8645.11
4:14:05 PM | info | Position closed: NVDA | P&L: $-104.12 | Daily P&L: $166.62 | Bal: $8540.98
4:14:05 PM | info | Position closed: NVDA | P&L: $-109.69 | Daily P&L: $56.92 | Bal: $8431.29
4:14:05 PM | info | Position closed: NVDA | P&L: $-252.78 | Daily P&L: $-195.86 | Bal: $8178.51
4:14:05 PM | info | Position closed: NVDA | P&L: $101.26 | Daily P&L: $-94.60 | Bal: $8279.77
4:14:05 PM | info | Position closed: NVDA | P&L: $-118.08 | Daily P&L: $-212.68 | Bal: $8161.69
4:14:05 PM | info | Position closed: NVDA | P&L: $135.86 | Daily P&L: $-76.81 | Bal: $8297.55
4:14:05 PM | info | Position closed: NVDA | P&L: $89.09 | Daily P&L: $12.28 | Bal: $8386.64
4:14:05 PM | info | Position closed: NVDA | P&L: $-108.72 | Daily P&L: $-96.44 | Bal: $8277.92
4:14:05 PM | info | Position closed: NVDA | P&L: $-113.13 | Daily P&L: $-209.57 | Bal: $8164.80
4:14:05 PM | info | Position closed: NVDA | P&L: $109.50 | Daily P&L: $-100.07 | Bal: $8274.30
4:14:05 PM | info | Position closed: NVDA | P&L: $-47.66 | Daily P&L: $-147.72 | Bal: $8226.64
4:14:05 PM | info | Position closed: NVDA | P&L: $119.07 | Daily P&L: $-28.65 | Bal: $8345.71
4:14:05 PM | info | Position closed: NVDA | P&L: $-111.45 | Daily P&L: $-140.11 | Bal: $8234.26
4:14:05 PM | info | Position closed: NVDA | P&L: $93.76 | Daily P&L: $-46.35 | Bal: $8328.02
4:14:05 PM | info | Position closed: NVDA | P&L: $128.14 | Daily P&L: $128.14 | Bal: $8456.16
4:14:05 PM | info | Position closed: NVDA | P&L: $113.62 | Daily P&L: $241.76 | Bal: $8569.78
4:14:05 PM | info | Position closed: NVDA | P&L: $121.27 | Daily P&L: $363.03 | Bal: $8691.04
4:14:05 PM | info | Position closed: NVDA | P&L: $-143.06 | Daily P&L: $219.97 | Bal: $8547.98
4:14:05 PM | info | Position closed: NVDA | P&L: $95.48 | Daily P&L: $315.45 | Bal: $8643.46
4:14:05 PM | info | Position closed: NVDA | P&L: $183.49 | Daily P&L: $498.94 | Bal: $8826.95
4:14:05 PM | info | Position closed: NVDA | P&L: $114.12 | Daily P&L: $613.06 | Bal: $8941.07
4:14:05 PM | info | Position closed: NVDA | P&L: $-144.48 | Daily P&L: $468.57 | Bal: $8796.59
4:14:05 PM | info | Position closed: NVDA | P&L: $114.82 | Daily P&L: $583.39 | Bal: $8911.41
4:14:05 PM | info | Position closed: NVDA | P&L: $-89.88 | Daily P&L: $493.51 | Bal: $8821.53
4:14:05 PM | info | Position closed: NVDA | P&L: $91.90 | Daily P&L: $585.41 | Bal: $8913.43
4:14:05 PM | info | Position closed: NVDA | P&L: $-90.16 | Daily P&L: $495.25 | Bal: $8823.27
4:14:05 PM | info | Position closed: NVDA | P&L: $-129.60 | Daily P&L: $365.65 | Bal: $8693.67
4:14:05 PM | info | Position closed: NVDA | P&L: $-113.76 | Daily P&L: $251.89 | Bal: $8579.91
4:14:05 PM | info | Position closed: NVDA | P&L: $-131.46 | Daily P&L: $120.43 | Bal: $8448.45
4:14:05 PM | info | Position closed: NVDA | P&L: $-112.39 | Daily P&L: $8.05 | Bal: $8336.06
4:14:05 PM | info | Position closed: NVDA | P&L: $83.81 | Daily P&L: $91.86 | Bal: $8419.88
4:14:05 PM | info | Position closed: NVDA | P&L: $-92.70 | Daily P&L: $-0.84 | Bal: $8327.18
4:14:05 PM | info | Position closed: NVDA | P&L: $-159.12 | Daily P&L: $-159.96 | Bal: $8168.06
4:14:05 PM | info | Position closed: NVDA | P&L: $-165.55 | Daily P&L: $-325.51 | Bal: $8002.51
4:14:05 PM | info | Position closed: NVDA | P&L: $159.84 | Daily P&L: $-165.67 | Bal: $8162.35
4:14:05 PM | info | Position closed: NVDA | P&L: $152.95 | Daily P&L: $152.95 | Bal: $8315.30
4:14:05 PM | info | Position closed: NVDA | P&L: $-96.32 | Daily P&L: $56.63 | Bal: $8218.98
4:14:05 PM | info | Position closed: NVDA | P&L: $-140.63 | Daily P&L: $-83.99 | Bal: $8078.36
4:14:05 PM | info | Position closed: NVDA | P&L: $-149.98 | Daily P&L: $-233.98 | Bal: $7928.37
4:14:05 PM | info | Position closed: NVDA | P&L: $-87.90 | Daily P&L: $-321.88 | Bal: $7840.47
4:14:05 PM | info | Position closed: NVDA | P&L: $-149.35 | Daily P&L: $-471.23 | Bal: $7691.12
4:14:05 PM | info | Position closed: NVDA | P&L: $-129.15 | Daily P&L: $-600.38 | Bal: $7561.97
4:14:05 PM | info | Position closed: NVDA | P&L: $-92.29 | Daily P&L: $-92.29 | Bal: $7469.68
4:14:05 PM | info | Position closed: NVDA | P&L: $146.96 | Daily P&L: $54.66 | Bal: $7616.63
4:14:05 PM | info | Position closed: NVDA | P&L: $-89.40 | Daily P&L: $-34.74 | Bal: $7527.23
4:14:05 PM | info | Position closed: NVDA | P&L: $151.47 | Daily P&L: $116.73 | Bal: $7678.70
4:14:05 PM | info | Position closed: NVDA | P&L: $-106.75 | Daily P&L: $9.98 | Bal: $7571.95
4:14:05 PM | info | Position closed: NVDA | P&L: $-96.32 | Daily P&L: $-86.34 | Bal: $7475.63
4:14:05 PM | info | Position closed: NVDA | P&L: $239.20 | Daily P&L: $152.86 | Bal: $7714.83
4:14:05 PM | info | Position closed: NVDA | P&L: $209.25 | Daily P&L: $362.11 | Bal: $7924.09
4:14:05 PM | info | Position closed: NVDA | P&L: $-172.70 | Daily P&L: $189.41 | Bal: $7751.39
4:14:05 PM | info | Position closed: NVDA | P&L: $175.11 | Daily P&L: $364.53 | Bal: $7926.50
4:14:05 PM | info | Position closed: NVDA | P&L: $-217.70 | Daily P&L: $146.83 | Bal: $7708.80
4:14:05 PM | info | Position closed: NVDA | P&L: $91.81 | Daily P&L: $238.63 | Bal: $7800.60
4:14:05 PM | info | Position closed: NVDA | P&L: $-113.75 | Daily P&L: $124.89 | Bal: $7686.86
4:14:05 PM | info | Position closed: NVDA | P&L: $-156.42 | Daily P&L: $-31.53 | Bal: $7530.44
4:14:05 PM | info | Position closed: NVDA | P&L: $105.85 | Daily P&L: $74.32 | Bal: $7636.29
4:14:05 PM | info | Position closed: NVDA | P&L: $-131.69 | Daily P&L: $-57.37 | Bal: $7504.60
4:14:05 PM | info | Position closed: NVDA | P&L: $83.55 | Daily P&L: $26.18 | Bal: $7588.15
4:14:05 PM | info | Position closed: NVDA | P&L: $77.48 | Daily P&L: $103.66 | Bal: $7665.63
4:14:05 PM | info | Position closed: NVDA | P&L: $131.98 | Daily P&L: $235.64 | Bal: $7797.61
4:14:05 PM | info | Position closed: NVDA | P&L: $-391.96 | Daily P&L: $-391.96 | Bal: $7405.65
4:14:05 PM | info | Position closed: NVDA | P&L: $123.67 | Daily P&L: $-268.29 | Bal: $7529.32
4:14:05 PM | info | Position closed: NVDA | P&L: $122.82 | Daily P&L: $-145.47 | Bal: $7652.14
4:14:05 PM | info | Position closed: NVDA | P&L: $92.48 | Daily P&L: $-52.99 | Bal: $7744.62
4:14:05 PM | info | Position closed: NVDA | P&L: $-93.44 | Daily P&L: $-146.43 | Bal: $7651.18
4:14:05 PM | info | Position closed: NVDA | P&L: $-108.72 | Daily P&L: $-255.14 | Bal: $7542.47
4:14:05 PM | info | Position closed: NVDA | P&L: $139.70 | Daily P&L: $-115.44 | Bal: $7682.17
4:14:05 PM | info | Position closed: NVDA | P&L: $166.17 | Daily P&L: $50.74 | Bal: $7848.34
4:14:05 PM | info | Position closed: NVDA | P&L: $-119.35 | Daily P&L: $-68.61 | Bal: $7728.99
4:14:05 PM | info | Position closed: NVDA | P&L: $-140.07 | Daily P&L: $-208.68 | Bal: $7588.93
4:14:05 PM | info | Position closed: NVDA | P&L: $-97.48 | Daily P&L: $-306.16 | Bal: $7491.44
4:14:05 PM | info | Position closed: NVDA | P&L: $118.05 | Daily P&L: $-188.11 | Bal: $7609.49
4:14:05 PM | info | Position closed: NVDA | P&L: $-194.84 | Daily P&L: $-382.96 | Bal: $7414.65
4:14:05 PM | info | Position closed: NVDA | P&L: $105.82 | Daily P&L: $-277.14 | Bal: $7520.47
4:14:05 PM | info | Position closed: NVDA | P&L: $93.15 | Daily P&L: $-183.99 | Bal: $7613.62
